customer_uid,num_flights,num_trips,mode_start_city,mode_end_city,GenderCode,Age,BaseFareAmt,TotalDocAmt,discount_code,membership_length,days_booked_in_advance,upgrade_flag,class_Coach,class_Discount First Class,class_First Class,season_fall,season_spring,season_summer,season_winter,channel_Airport,channel_Outside Booking,channel_Reservations Booking,channel_SCA Website Booking,channel_SY Vacation,channel_Tour Operator Portal,conjuctive_flag,trip_type_multi,trip_type_one_way,trip_type_round_trip,avg_distance,trip_distance_type_long_distance,trip_distance_type_medium_distance,trip_distance_type_short_distance,popular_route_rank_1,popular_route_rank_2,popular_route_rank_3,popular_route_rank_4,popular_route_rank_5,popular_route_rank_6,popular_route_rank_7,popular_route_rank_8,popular_route_rank_9,popular_route_rank_10,start_city,end_city,group_size,weekend_0,weekend_1,start_midwest,start_northeast,start_rockey_mountains,start_southeast,start_west_coast,end_midwest,end_northeast,end_rockey_mountains,end_southeast,end_west_coast,temp_diff,member_Elite,member_Not Member,member_Standard
4D414E4E494E4F44696420493F7C2067657420746869732072696768744B41594C4545-F-55327.0,2,1,LAX,LAX,F,12.0,285.58,328.8,0,0.0,-41.0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,3071.0,1,1,0,0,0,0,0,1,1,0,0,0,0,LAX,MSP,1.0,1,0,0,0,0,0,1,1,0,0,0,0,-10.887934610556186,0,1,0
4D4F554144696420493F7C20676574207468697320726967687447414F4E4F55-F-47713.0,2,1,MSP,MSP,F,32.0,351.63,399.8,0,0.0,-32.5,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,3071.0,1,1,0,0,0,0,0,1,1,0,0,0,0,MSP,LAX,1.0,0,1,1,0,0,0,0,0,0,0,0,1,13.341747175372518,0,1,0
53544F4E4544696420493F7C2067657420746869732072696768744441564944-M-40488.0,2,1,JFK,JFK,M,53.0,267.9,316.2,2,0.0,-25.5,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,2058.0,0,0,2,0,0,1,1,0,0,0,0,0,0,JFK,MSP,2.0,0,1,0,1,0,0,0,1,0,0,0,0,-2.3598678955453067,0,1,0
4241424C455244696420493F7C20676574207468697320726967687452494348415244-M-36596.0,2,1,MSP,MSP,M,63.0,293.96,338.0,0,0.0,-72.0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,3178.0,2,0,0,0,0,0,0,0,0,1,0,1,0,MSP,SFO,4.0,1,0,1,0,0,0,0,0,0,0,0,1,13.341747175372518,0,1,0
52454E4E454C4C5344696420493F7C20676574207468697320726967687452454E454543-F-45056.0,2,1,LAS,LAS,F,41.0,165.58,200.0,0,0.0,-151.5,1,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,LAS,MSP,1.0,1,0,0,0,1,0,0,1,0,0,0,0,-5.32278174505457,0,1,0
5045544552534F4E44696420493F7C2067657420746869732072696768744B454C4C592041-F-45857.0,2,1,MSP,MSP,F,38.0,165.58,200.0,2,0.0,-53.0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,2620.0,0,2,0,0,0,0,0,0,0,0,1,0,1,MSP,MCO,5.0,1,0,1,0,0,0,0,0,0,0,1,0,20.74936859214803,0,1,0
4A4F484E534F4E44696420493F7C2067657420746869732072696768744348524953544945-F-50746.0,2,1,MSP,MSP,F,25.0,195.94,232.64,2,0.0,-170.5,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,MSP,LAS,2.0,1,0,1,0,0,0,0,0,0,1,0,0,4.46591562012641,0,1,0
5A48414F44696420493F7C20676574207468697320726967687453454C454E4153-F-57860.0,2,1,MSP,MSP,F,4.0,284.66,327.8,0,0.0,-71.5,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,3178.0,2,0,0,0,0,0,0,0,0,1,0,1,0,MSP,SFO,4.0,1,0,1,0,0,0,0,0,0,0,0,1,7.041586157960808,0,1,0
5255434844696420493F7C2067657420746869732072696768744D49434841454C2044-M-48580.0,2,1,MSP,MSP,M,30.0,334.88,382.0,2,0.0,-23.0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,3178.0,2,0,0,0,0,0,0,0,0,1,0,1,0,MSP,SFO,2.0,0,1,1,0,0,0,0,0,0,0,0,1,24.572264068555203,0,1,0
4D4F485244696420493F7C206765742074686973207269676874524F4245525420454457494E-M-42328.0,2,1,MSP,MSP,M,47.0,0.0,0.0,2,0.0,-114.5,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,MSP,LAS,4.0,1,0,1,0,0,0,0,0,0,1,0,0,5.777702536321094,0,1,0
4D414444454E44696420493F7C20676574207468697320726967687441524C454E45-F-43274.0,2,1,MSP,MSP,F,45.0,165.58,199.8,0,1833.0,-22.5,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,MSP,LAS,1.0,0,1,1,0,0,0,0,0,0,1,0,0,16.575432980382498,0,0,1
41544B494E44696420493F7C206765742074686973207269676874425249414E2057414C4B4552-M-53082.0,2,1,MSP,JFK,M,17.0,161.51,184.42,2,0.0,-116.0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,2057.0,0,0,2,0,0,0,2,0,0,0,0,0,0,MSP,MSP,40.0,1,0,1,0,0,0,0,1,0,0,0,0,0.0,0,1,0
5048494C4C49505344696420493F7C20676574207468697320726967687453434F5454-M-42310.0,2,1,MSP,MSP,M,47.0,317.21,362.8,0,667.0,-29.0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,3071.0,1,1,0,0,0,0,0,1,1,0,0,0,0,MSP,LAX,2.0,0,1,1,0,0,0,0,0,0,0,0,1,24.572264068555203,0,0,1
4249524444696420493F7C206765742074686973207269676874434F4C4259414C414E-M-46804.0,2,1,LAX,JFK,M,36.0,122.79,154.6,0,0.0,-28.0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,2564.0,0,1,1,0,0,0,1,1,0,0,0,0,0,LAX,MSP,2.0,1,0,0,0,0,0,1,1,0,0,0,0,-10.887934610556186,0,1,0
4B4F4550504C44696420493F7C2067657420746869732072696768744445425241204D-F-39502.0,2,1,MSP,MSP,F,56.0,176.32,211.54,2,0.0,-108.5,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,MSP,LAS,4.0,1,0,1,0,0,0,0,0,0,1,0,0,6.755105474841997,0,1,0
455249434B53454E44696420493F7C20676574207468697320726967687448414E4E4148-F-51554.0,2,1,MSP,MSP,F,23.0,813.96,903.2,0,30.0,-13.0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,3178.0,2,0,0,0,0,0,0,0,0,1,0,1,0,MSP,SFO,1.0,1,0,1,0,0,0,0,0,0,0,0,1,22.597560176846244,0,0,1
41444953414E4F44696420493F7C2067657420746869732072696768744845494449204C-F-47160.0,2,1,JFK,JFK,F,35.0,280.0,323.0,1,1659.0,-36.5,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,2058.0,0,0,2,0,0,1,1,0,0,0,0,0,0,JFK,MSP,3.0,1,0,0,1,0,0,0,1,0,0,0,0,-0.6130814132104518,0,0,1
515545544F4E4544696420493F7C20676574207468697320726967687452454245434341-F-38763.0,3,2,MSP,['MSP' 'SFO'],F,57.0,422.32,486.7000000000001,0,0.0,-34.25,0,3,0,0,1,0,2,0,0,2,0,1,0,0,0,0,1,1,2383.5,3,0,0,0,0,0,0,0,0,1,0,2,0,MSP,['MSP' 'SFO'],2.0,1,1,2,0,0,0,0,1,0,0,0,1,2.7179206921019627,0,1,0
4D4F52544F4E44696420493F7C2067657420746869732072696768744C41524B53505552-F-42866.0,2,1,MSP,MSP,F,45.0,375.81,447.6,0,0.0,-16.0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,3178.0,2,0,0,0,0,0,0,0,0,1,0,1,0,MSP,SFO,1.0,0,1,1,0,0,0,0,0,0,0,0,1,5.4358413842039255,0,1,0
574559455244696420493F7C20676574207468697320726967687448414E4E4148-F-41832.0,2,1,JFK,JFK,F,49.0,331.16,378.0,0,0.0,-55.0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,2058.0,0,0,2,0,0,1,1,0,0,0,0,0,0,JFK,MSP,2.0,1,0,0,1,0,0,0,1,0,0,0,0,-2.14329032258064,0,1,0
4245524744696420493F7C2067657420746869732072696768745259414E20444F55474C4153-M-44719.0,2,1,MSP,MSP,M,40.0,283.76,0.0,2,573.0,-119.5,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,MSP,LAS,2.0,1,0,1,0,0,0,0,0,0,1,0,0,1.6219034720512155,0,0,1
534B494E4E455244696420493F7C2067657420746869732072696768744A454646524559-M-57154.0,2,1,MSP,MSP,M,7.0,0.0,0.0,2,0.0,-107.5,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,2620.0,0,2,0,0,0,0,0,0,0,0,1,0,1,MSP,MCO,4.0,1,0,1,0,0,0,0,0,0,0,1,0,12.63118279569892,0,1,0
484F454C4D455244696420493F7C206765742074686973207269676874414D414E4441-F-46846.0,2,1,MSP,LAX,F,35.0,148.84,171.0,0,168.0,-150.0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,3071.0,1,1,0,0,0,0,0,0,2,0,0,0,0,MSP,MSP,4.0,0,1,1,0,0,0,0,1,0,0,0,0,0.0,0,0,1
4845545A454C4D414A4445434B4944696420493F7C20676574207468697320726967687453414D414E544841204D53-F-47008.0,1,1,SFO,MSP,F,35.0,174.88,199.0,0,0.0,-22.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1589.0,1,0,0,0,0,0,0,0,0,1,0,0,0,SFO,SFO,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0.0,0,1,0
52415A4D414B484E494E44696420493F7C206765742074686973207269676874534552474559-M-48912.0,2,1,JFK,LAS,M,29.0,272.56,314.8,0,0.0,-5.0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,2329.0,0,1,1,0,1,1,0,0,0,0,0,0,0,JFK,MSP,2.0,1,0,0,1,0,0,0,1,0,0,0,0,-0.0543256528417686,0,1,0
474C4557574544696420493F7C2067657420746869732072696768744A4F4449454A45414E-F-40175.0,2,1,MSP,MSP,F,54.0,543.24,605.98,0,0.0,-14.0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,3178.0,2,0,0,0,0,0,0,0,0,1,0,1,0,MSP,SFO,1.0,1,0,1,0,0,0,0,0,0,0,0,1,3.4988128377272005,0,1,0
534F474144696420493F7C206765742074686973207269676874494B4B4F-M-48493.0,2,1,JFK,JFK,M,30.0,275.34,317.8,0,0.0,-7.5,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,2058.0,0,0,2,0,0,1,1,0,0,0,0,0,0,JFK,MSP,1.0,1,0,0,1,0,0,0,1,0,0,0,0,-2.3598678955453067,0,1,0
48414E534F4E44696420493F7C2067657420746869732072696768744B594C45-M-48597.0,2,1,MSP,MSP,M,31.0,302.32,347.0,2,0.0,-71.0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,2056.0,0,0,2,0,0,1,1,0,0,0,0,0,0,MSP,JFK,2.0,1,0,1,0,0,0,0,0,1,0,0,0,0.3047649769585376,0,1,0
5045434B204855492059494E4744696420493F7C206765742074686973207269676874434841524D41494E45-F-50119.0,1,1,SFO,MSP,F,27.0,192.56,221.1,1,0.0,-32.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1589.0,1,0,0,0,0,0,0,0,0,1,0,0,0,SFO,SFO,3.0,0,1,0,0,0,0,1,0,0,0,0,1,0.0,0,1,0
434152444F4E4144696420493F7C20676574207468697320726967687441524D414E444F-M-50556.0,2,1,LAX,MSP,M,25.0,130.23,161.8,0,0.0,-59.0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,3071.0,1,1,0,0,0,0,0,2,0,0,0,0,0,LAX,LAX,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0.0,0,1,0
4D434C454F4444696420493F7C2067657420746869732072696768744B41494359204D-F-48968.0,4,2,JFK,JFK,F,29.0,559.99,645.6,0,611.0,-17.0,4,4,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,2,2058.0,0,0,4,0,0,2,2,0,0,0,0,0,0,JFK,MSP,1.0,2,0,0,2,0,0,0,2,0,0,0,0,-0.2888986175115171,0,0,1
4C4152534F4E44696420493F7C2067657420746869732072696768744C41555241414E4E-F-44313.0,1,1,MSP,MCO,F,41.0,137.67,158.9,0,0.0,-31.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1310.0,0,1,0,0,0,0,0,0,0,0,1,0,0,MSP,MSP,2.0,1,0,1,0,0,0,0,1,0,0,0,0,0.0,0,1,0
52454D4947455244696420493F7C206765742074686973207269676874544841594E45-M-57069.0,2,1,MSP,LAX,M,8.0,317.21,363.0,2,181.0,-172.0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,3071.0,1,1,0,0,0,0,0,0,2,0,0,0,0,MSP,MSP,5.0,1,0,1,0,0,0,0,1,0,0,0,0,0.0,0,0,1
4D4152474F4C495344696420493F7C20676574207468697320726967687449534142454C4C41-F-55548.0,2,1,MSP,MSP,F,11.0,184.19,220.0,0,0.0,-58.5,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,MSP,LAS,6.0,1,0,1,0,0,0,0,0,0,1,0,0,5.777702536321094,0,1,0
444F4E4E454C4C5944696420493F7C2067657420746869732072696768744B4152454E-F-42570.0,4,2,MSP,MSP,F,48.0,337.12,384.2,4,0.0,-66.0,0,4,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,2,2599.0,0,4,0,2,2,0,0,0,0,0,0,0,0,MSP,LAS,1.0,2,0,2,0,0,0,0,0,0,2,0,0,15.63912829352376,0,1,0
504157454C4B44696420493F7C2067657420746869732072696768744D454748414E204D494348454C4C45-M-50537.0,2,1,LAS,MSP,M,24.0,180.47,204.9,0,0.0,-57.0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,2599.0,0,2,0,2,0,0,0,0,0,0,0,0,0,LAS,LAS,4.0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,0,1,0
4C49414E4744696420493F7C2067657420746869732072696768744B495241-F-57419.0,2,1,SFO,SFO,F,6.0,368.37,417.8,0,515.0,-50.5,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,3178.0,2,0,0,0,0,0,0,0,0,1,0,1,0,SFO,MSP,4.0,1,0,0,0,0,0,1,1,0,0,0,0,-3.745395993668467,0,0,1
50494E4144696420493F7C2067657420746869732072696768745249432043484152412044414E49454C4C45-F-51708.0,2,1,LAS,MSP,F,21.0,132.09,167.7,0,0.0,-8.0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,2599.0,0,2,0,2,0,0,0,0,0,0,0,0,0,LAS,LAS,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,0,1,0
564F475444696420493F7C2067657420746869732072696768744441564944-M-41011.0,4,2,MSP,MSP,M,51.0,365.58,414.6,2,685.0,-110.5,0,4,0,0,4,0,0,0,0,2,0,2,0,0,0,0,0,2,2599.0,0,4,0,2,2,0,0,0,0,0,0,0,0,MSP,LAS,3.5,2,0,2,0,0,0,0,0,0,2,0,0,18.077366001805792,0,0,1
52455448574953434844696420493F7C2067657420746869732072696768744D415258-M-27569.0,2,1,MSP,MSP,M,88.0,226.98,266.0,0,0.0,-61.5,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,MSP,LAS,2.0,1,0,1,0,0,0,0,0,0,1,0,0,5.777702536321094,0,1,0
4A414D4945534F4E44696420493F7C206765742074686973207269676874535553414E-F-40016.0,2,1,SFO,SFO,F,54.0,297.68,341.8,0,455.0,-83.0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,3178.0,2,0,0,0,0,0,0,0,0,1,0,1,0,SFO,MSP,2.0,0,1,0,0,0,0,1,1,0,0,0,0,-31.081592161999893,0,0,1
5348454C544F4E44696420493F7C2067657420746869732072696768744A41435155454C494E45-F-49167.0,2,1,MSP,MSP,F,28.0,256.74,297.8,0,0.0,-51.5,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,2056.0,0,0,2,0,0,1,1,0,0,0,0,0,0,MSP,JFK,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0.5234715821812657,0,1,0
5343484E49434B454C44696420493F7C206765742074686973207269676874535553414E-F-35436.0,2,1,MSP,MSP,F,65.0,145.12,177.6,0,0.0,-131.5,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,2056.0,0,0,2,0,0,1,1,0,0,0,0,0,0,MSP,JFK,2.0,1,0,1,0,0,0,0,0,1,0,0,0,2.14329032258064,0,1,0
414E444552534F4E44696420493F7C2067657420746869732072696768744A41434B4945204C-F-37833.0,2,1,MSP,MSP,F,60.0,611.16,679.0,2,0.0,-9.0,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,2620.0,0,2,0,0,0,0,0,0,0,0,1,0,1,MSP,MCO,3.0,1,0,1,0,0,0,0,0,0,0,1,0,37.93271442860716,0,1,0
535452414E494B44696420493F7C2067657420746869732072696768744552494E204B-F-50260.0,2,1,MSP,MSP,F,26.0,207.44,245.0,2,0.0,-101.0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,MSP,LAS,1.0,0,1,1,0,0,0,0,0,0,1,0,0,5.32278174505457,0,1,0
4D41544F5344696420493F7C2067657420746869732072696768744449414E59-F-49951.0,2,1,LAS,MSP,F,26.0,112.56,142.8,0,0.0,-24.0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,2599.0,0,2,0,2,0,0,0,0,0,0,0,0,0,LAS,LAS,2.0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,0,1,0
42524F4F4B5344696420493F7C206765742074686973207269676874425241444C4559204A4F53455048-M-46079.0,2,1,MSP,JFK,M,38.0,115.35,138.1,0,0.0,-22.0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,2057.0,0,0,2,0,0,0,2,0,0,0,0,0,0,MSP,MSP,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0.0,0,1,0
4F534D414E44696420493F7C2067657420746869732072696768744D4F48414D45444E4F5552-M-42975.0,2,1,JFK,MSP,M,46.0,160.0,0.0,0,0.0,-43.0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,2057.0,0,0,2,0,0,2,0,0,0,0,0,0,0,JFK,JFK,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0.0,0,1,0
535543484C4144696420493F7C2067657420746869732072696768744245415452494345-F-32883.0,2,1,MSP,MSP,F,73.0,266.04,307.8,0,0.0,-40.0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,MSP,LAS,3.0,0,1,1,0,0,0,0,0,0,1,0,0,1.6219034720512155,0,1,0
4C4F434B4841525444696420493F7C206765742074686973207269676874424552594C205041554C-F-34801.0,2,1,LAX,LAX,F,68.0,256.74,297.8,0,445.0,-43.5,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,3071.0,1,1,0,0,0,0,0,1,1,0,0,0,0,LAX,MSP,1.0,1,0,0,0,0,0,1,1,0,0,0,0,-16.303280388625076,0,0,1
5641524C455944696420493F7C2067657420746869732072696768744D494C4C4943454E54204D41555245454E-F-53158.0,2,1,MSP,MSP,F,19.0,244.65,291.2,0,0.0,-26.5,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,2056.0,0,0,2,0,0,1,1,0,0,0,0,0,0,MSP,JFK,7.0,0,1,1,0,0,0,0,0,1,0,0,0,13.041579109062976,0,1,0
4649434B455244696420493F7C2067657420746869732072696768744341524F4C4C594E4E-F-38945.0,2,1,SFO,SFO,F,56.0,463.26,541.6,0,0.0,-74.0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,3178.0,2,0,0,0,0,0,0,0,0,1,0,1,0,SFO,MSP,2.0,0,1,0,0,0,0,1,1,0,0,0,0,-5.4358413842039255,0,1,0
424F57455244696420493F7C2067657420746869732072696768744A414E4145204144494E41-F-44691.0,2,1,LAX,MSP,F,40.0,176.74,200.9,0,0.0,-61.0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,3071.0,1,1,0,0,0,0,0,2,0,0,0,0,0,LAX,LAX,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0.0,0,1,0
57494C4C4554544544696420493F7C206765742074686973207269676874434841524C4553-M-46167.0,2,1,JFK,JFK,M,37.0,349.76,398.0,2,0.0,-59.0,2,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,2058.0,0,0,2,0,0,1,1,0,0,0,0,0,0,JFK,MSP,4.0,1,0,0,1,0,0,0,1,0,0,0,0,-0.6130814132104518,0,1,0
524F574544696420493F7C2067657420746869732072696768744A41434B534F4E-M-56747.0,2,1,MSP,MSP,M,7.0,361.4,0.0,1,0.0,-245.5,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,2620.0,0,2,0,0,0,0,0,0,0,0,1,0,1,MSP,MCO,5.0,0,1,1,0,0,0,0,0,0,0,1,0,37.93271442860716,0,1,0
4241484C455244696420493F7C2067657420746869732072696768744C41555241204C594E4E-F-49471.0,2,1,MSP,MSP,F,28.0,260.46,302.0,0,0.0,-17.0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,3071.0,1,1,0,0,0,0,0,1,1,0,0,0,0,MSP,LAX,2.0,1,0,1,0,0,0,0,0,0,0,0,1,24.572264068555203,0,1,0
42524144464F524444696420493F7C2067657420746869732072696768744A555354494E204B-M-43585.0,2,1,MSP,MSP,M,45.0,221.39,266.2,2,0.0,-81.0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,MSP,LAS,2.0,0,1,1,0,0,0,0,0,0,1,0,0,6.755105474841997,0,1,0
